nfhs4_statecode,nfhs4_state,SL_NO,ITEM_CATEGORY,region,measure,mpce
JK,Jammu & Kashmir,36,clothing & footwear (2nd hand) **,Rural,URP,0.93
JH,Jharkhand,36,clothing & footwear (2nd hand) **,Rural,URP,0
GA,Goa,37,"books, journals, etc. (2nd hand) @",Rural,URP,0.09
GJ,Gujarat,37,"books, journals, etc. (2nd hand) @",Rural,URP,0.32
HR,Haryana,37,"books, journals, etc. (2nd hand) @",Rural,URP,1.01
HP,Himachal Pradesh,37,"books, journals, etc. (2nd hand) @",Rural,URP,0.04
JK,Jammu & Kashmir,37,"books, journals, etc. (2nd hand) @",Rural,URP,0.13
JH,Jharkhand,37,"books, journals, etc. (2nd hand) @",Rural,URP,0.18
GA,Goa,38,durables (2nd hand) $,Rural,URP,0
GJ,Gujarat,38,durables (2nd hand) $,Rural,URP,0.57
HR,Haryana,38,durables (2nd hand) $,Rural,URP,1.11
HP,Himachal Pradesh,38,durables (2nd hand) $,Rural,URP,1.27
JK,Jammu & Kashmir,38,durables (2nd hand) $,Rural,URP,0.2
JH,Jharkhand,38,durables (2nd hand) $,Rural,URP,0.28
KA,Karnataka,1,cereal,Rural,URP,150.94
KL,Kerala,1,cereal,Rural,URP,141.52
MP,Madhya Pradesh,1,cereal,Rural,URP,129.86
MH,Maharashtra,1,cereal,Rural,URP,148.42
MN,Manipur,1,cereal,Rural,URP,300.69
ML,Meghalaya,1,cereal,Rural,URP,164.99
KA,Karnataka,2,gram,Rural,URP,2.94
KL,Kerala,2,gram,Rural,URP,7.15
MP,Madhya Pradesh,2,gram,Rural,URP,1.15
MH,Maharashtra,2,gram,Rural,URP,1.66
MN,Manipur,2,gram,Rural,URP,0.64
ML,Meghalaya,2,gram,Rural,URP,0.36
KA,Karnataka,3,cereal substitutes,Rural,URP,0.01
KL,Kerala,3,cereal substitutes,Rural,URP,8.54
MP,Madhya Pradesh,3,cereal substitutes,Rural,URP,0.99
MH,Maharashtra,3,cereal substitutes,Rural,URP,7.09
MN,Manipur,3,cereal substitutes,Rural,URP,0.21
ML,Meghalaya,3,cereal substitutes,Rural,URP,1.57
KA,Karnataka,4,pulses and pulse products,Rural,URP,49.93
KL,Kerala,4,pulses and pulse products,Rural,URP,34.48
MP,Madhya Pradesh,4,pulses and pulse products,Rural,URP,43.37
MH,Maharashtra,4,pulses and pulse products,Rural,URP,55.59
MN,Manipur,4,pulses and pulse products,Rural,URP,20.19
ML,Meghalaya,4,pulses and pulse products,Rural,URP,19.04
KA,Karnataka,5,milk and milk products,Rural,URP,79.81
KL,Kerala,5,milk and milk products,Rural,URP,89.15
MP,Madhya Pradesh,5,milk and milk products,Rural,URP,101.26
MH,Maharashtra,5,milk and milk products,Rural,URP,94.84
MN,Manipur,5,milk and milk products,Rural,URP,22.73
ML,Meghalaya,5,milk and milk products,Rural,URP,43.44
KA,Karnataka,6,sugar,Rural,URP,24.08
KL,Kerala,6,sugar,Rural,URP,24.81
MP,Madhya Pradesh,6,sugar,Rural,URP,25.44
MH,Maharashtra,6,sugar,Rural,URP,32.99
MN,Manipur,6,sugar,Rural,URP,10.06
ML,Meghalaya,6,sugar,Rural,URP,17.56
KA,Karnataka,7,salt,Rural,URP,2.49
KL,Kerala,7,salt,Rural,URP,2.22
MP,Madhya Pradesh,7,salt,Rural,URP,2.11
MH,Maharashtra,7,salt,Rural,URP,2.53
MN,Manipur,7,salt,Rural,URP,3.4
ML,Meghalaya,7,salt,Rural,URP,2.72
KA,Karnataka,8,edible oil,Rural,URP,49.04
KL,Kerala,8,edible oil,Rural,URP,44.55
MP,Madhya Pradesh,8,edible oil,Rural,URP,44.85
MH,Maharashtra,8,edible oil,Rural,URP,66.4
MN,Manipur,8,edible oil,Rural,URP,27.3
ML,Meghalaya,8,edible oil,Rural,URP,34.11
KA,Karnataka,9,"egg, fish & meat",Rural,URP,49.74
KL,Kerala,9,"egg, fish & meat",Rural,URP,179.81
MP,Madhya Pradesh,9,"egg, fish & meat",Rural,URP,13.71
MH,Maharashtra,9,"egg, fish & meat",Rural,URP,35.56
MN,Manipur,9,"egg, fish & meat",Rural,URP,90.07
ML,Meghalaya,9,"egg, fish & meat",Rural,URP,139.6
KA,Karnataka,10,vegetables,Rural,URP,51.71
KL,Kerala,10,vegetables,Rural,URP,60.01
MP,Madhya Pradesh,10,vegetables,Rural,URP,41.9
MH,Maharashtra,10,vegetables,Rural,URP,55.87
MN,Manipur,10,vegetables,Rural,URP,58.53
ML,Meghalaya,10,vegetables,Rural,URP,78.13
KA,Karnataka,11,fruits (fresh),Rural,URP,32.11
KL,Kerala,11,fruits (fresh),Rural,URP,79.38
MP,Madhya Pradesh,11,fruits (fresh),Rural,URP,11.04
MH,Maharashtra,11,fruits (fresh),Rural,URP,21.2
MN,Manipur,11,fruits (fresh),Rural,URP,10.3
ML,Meghalaya,11,fruits (fresh),Rural,URP,15.52
KA,Karnataka,12,fruits (dry),Rural,URP,9.91
KL,Kerala,12,fruits (dry),Rural,URP,5.53
MP,Madhya Pradesh,12,fruits (dry),Rural,URP,3.72
MH,Maharashtra,12,fruits (dry),Rural,URP,27.11
MN,Manipur,12,fruits (dry),Rural,URP,1.18
ML,Meghalaya,12,fruits (dry),Rural,URP,0.51
KA,Karnataka,13,spices,Rural,URP,33.96
KL,Kerala,13,spices,Rural,URP,49.21
MP,Madhya Pradesh,13,spices,Rural,URP,24.88
MH,Maharashtra,13,spices,Rural,URP,31.75
MN,Manipur,13,spices,Rural,URP,20.06
ML,Meghalaya,13,spices,Rural,URP,16.08
KA,Karnataka,14,"beverages, refreshments, etc.",Rural,URP,98.3
KL,Kerala,14,"beverages, refreshments, etc.",Rural,URP,162.78
MP,Madhya Pradesh,14,"beverages, refreshments, etc.",Rural,URP,53.96
MH,Maharashtra,14,"beverages, refreshments, etc.",Rural,URP,90.1
MN,Manipur,14,"beverages, refreshments, etc.",Rural,URP,52.88
ML,Meghalaya,14,"beverages, refreshments, etc.",Rural,URP,101.68
KA,Karnataka,15,food: total (1-14),Rural,URP,634.98
KL,Kerala,15,food: total (1-14),Rural,URP,889.11
MP,Madhya Pradesh,15,food: total (1-14),Rural,URP,498.24
MH,Maharashtra,15,food: total (1-14),Rural,URP,671.13
MN,Manipur,15,food: total (1-14),Rural,URP,618.25
ML,Meghalaya,15,food: total (1-14),Rural,URP,635.3
KA,Karnataka,16,"pan, tobacco & intoxicants",Rural,URP,43.69
KL,Kerala,16,"pan, tobacco & intoxicants",Rural,URP,48.47
MP,Madhya Pradesh,16,"pan, tobacco & intoxicants",Rural,URP,28.59
MH,Maharashtra,16,"pan, tobacco & intoxicants",Rural,URP,26.39
MN,Manipur,16,"pan, tobacco & intoxicants",Rural,URP,33.7
ML,Meghalaya,16,"pan, tobacco & intoxicants",Rural,URP,80.12
KA,Karnataka,17,fuel and light,Rural,URP,110.39
KL,Kerala,17,fuel and light,Rural,URP,124.43
MP,Madhya Pradesh,17,fuel and light,Rural,URP,116.79
MH,Maharashtra,17,fuel and light,Rural,URP,133.3
MN,Manipur,17,fuel and light,Rural,URP,146.06
ML,Meghalaya,17,fuel and light,Rural,URP,116.53
KA,Karnataka,18,clothing & bedding,Rural,URP,66.95
KL,Kerala,18,clothing & bedding,Rural,URP,136.93
MP,Madhya Pradesh,18,clothing & bedding,Rural,URP,75.46
MH,Maharashtra,18,clothing & bedding,Rural,URP,83.72
MN,Manipur,18,clothing & bedding,Rural,URP,83.19
ML,Meghalaya,18,clothing & bedding,Rural,URP,75.12
KA,Karnataka,19,footwear,Rural,URP,17.67
KL,Kerala,19,footwear,Rural,URP,22.96
MP,Madhya Pradesh,19,footwear,Rural,URP,20.32
MH,Maharashtra,19,footwear,Rural,URP,17.58
MN,Manipur,19,footwear,Rural,URP,28.59
ML,Meghalaya,19,footwear,Rural,URP,32.87
KA,Karnataka,20,education,Rural,URP,21.73
KL,Kerala,20,education,Rural,URP,90.7
MP,Madhya Pradesh,20,education,Rural,URP,23.59
MH,Maharashtra,20,education,Rural,URP,38.34
MN,Manipur,20,education,Rural,URP,74.36
ML,Meghalaya,20,education,Rural,URP,40.56
KA,Karnataka,21,medical (institutional),Rural,URP,34.31
KL,Kerala,21,medical (institutional),Rural,URP,96.65
MP,Madhya Pradesh,21,medical (institutional),Rural,URP,8.68
MH,Maharashtra,21,medical (institutional),Rural,URP,50.07
MN,Manipur,21,medical (institutional),Rural,URP,0.8
ML,Meghalaya,21,medical (institutional),Rural,URP,0.17
KA,Karnataka,22,medical (non-institutional),Rural,URP,51.4
KL,Kerala,22,medical (non-institutional),Rural,URP,148.12
MP,Madhya Pradesh,22,medical (non-institutional),Rural,URP,50.74
MH,Maharashtra,22,medical (non-institutional),Rural,URP,64.97
MN,Manipur,22,medical (non-institutional),Rural,URP,30.05
ML,Meghalaya,22,medical (non-institutional),Rural,URP,15.9
KA,Karnataka,23,entertainment,Rural,URP,21.09
KL,Kerala,23,entertainment,Rural,URP,38.51
MP,Madhya Pradesh,23,entertainment,Rural,URP,8.15
MH,Maharashtra,23,entertainment,Rural,URP,16.83
MN,Manipur,23,entertainment,Rural,URP,14.01
ML,Meghalaya,23,entertainment,Rural,URP,18.61
KA,Karnataka,24,minor durable-type goods,Rural,URP,4.92
KL,Kerala,24,minor durable-type goods,Rural,URP,6.24
MP,Madhya Pradesh,24,minor durable-type goods,Rural,URP,4.8
MH,Maharashtra,24,minor durable-type goods,Rural,URP,5.3
MN,Manipur,24,minor durable-type goods,Rural,URP,12.94
ML,Meghalaya,24,minor durable-type goods,Rural,URP,5.96
KA,Karnataka,25,toilet articles,Rural,URP,34.27
KL,Kerala,25,toilet articles,Rural,URP,42.65
MP,Madhya Pradesh,25,toilet articles,Rural,URP,27.17
MH,Maharashtra,25,toilet articles,Rural,URP,37.98
MN,Manipur,25,toilet articles,Rural,URP,29.75
ML,Meghalaya,25,toilet articles,Rural,URP,37.61
KA,Karnataka,26,other household consumables,Rural,URP,34.27
KL,Kerala,26,other household consumables,Rural,URP,40.12
MP,Madhya Pradesh,26,other household consumables,Rural,URP,25.27
MH,Maharashtra,26,other household consumables,Rural,URP,34.58
MN,Manipur,26,other household consumables,Rural,URP,22.51
ML,Meghalaya,26,other household consumables,Rural,URP,26.5
KA,Karnataka,27,consum. services excl. conveyance,Rural,URP,66.75
KL,Kerala,27,consum. services excl. conveyance,Rural,URP,123.83
MP,Madhya Pradesh,27,consum. services excl. conveyance,Rural,URP,45.67
MH,Maharashtra,27,consum. services excl. conveyance,Rural,URP,69.68
MN,Manipur,27,consum. services excl. conveyance,Rural,URP,52.09
ML,Meghalaya,27,consum. services excl. conveyance,Rural,URP,67.16
KA,Karnataka,28,conveyance,Rural,URP,85.63
KL,Kerala,28,conveyance,Rural,URP,163.46
MP,Madhya Pradesh,28,conveyance,Rural,URP,43.74
MH,Maharashtra,28,conveyance,Rural,URP,83.14
MN,Manipur,28,conveyance,Rural,URP,101.59
ML,Meghalaya,28,conveyance,Rural,URP,96.96
KA,Karnataka,29,rent,Rural,URP,10.94
KL,Kerala,29,rent,Rural,URP,20.37
MP,Madhya Pradesh,29,rent,Rural,URP,2.34
MH,Maharashtra,29,rent,Rural,URP,10.66
MN,Manipur,29,rent,Rural,URP,2.22
ML,Meghalaya,29,rent,Rural,URP,3.1
KA,Karnataka,30,taxes & cesses,Rural,URP,9.65
KL,Kerala,30,taxes & cesses,Rural,URP,8.85
MP,Madhya Pradesh,30,taxes & cesses,Rural,URP,1.51
MH,Maharashtra,30,taxes & cesses,Rural,URP,14.14
MN,Manipur,30,taxes & cesses,Rural,URP,2.8
ML,Meghalaya,30,taxes & cesses,Rural,URP,0.4
KA,Karnataka,31,durable goods,Rural,URP,151.01
KL,Kerala,31,durable goods,Rural,URP,508.53
MP,Madhya Pradesh,31,durable goods,Rural,URP,63.71
MH,Maharashtra,31,durable goods,Rural,URP,75.84
MN,Manipur,31,durable goods,Rural,URP,28.01
ML,Meghalaya,31,durable goods,Rural,URP,17.75
KA,Karnataka,32,non-food: total (16-31),Rural,URP,764.68
KL,Kerala,32,non-food: total (16-31),Rural,URP,1620.81
MP,Madhya Pradesh,32,non-food: total (16-31),Rural,URP,546.54
MH,Maharashtra,32,non-food: total (16-31),Rural,URP,762.53
MN,Manipur,32,non-food: total (16-31),Rural,URP,662.67
ML,Meghalaya,32,non-food: total (16-31),Rural,URP,635.33
KA,Karnataka,33,total expenditure (15+32),Rural,URP,1399.66
KL,Kerala,33,total expenditure (15+32),Rural,URP,2509.92
MP,Madhya Pradesh,33,total expenditure (15+32),Rural,URP,1044.78
MH,Maharashtra,33,total expenditure (15+32),Rural,URP,1433.66
MN,Manipur,33,total expenditure (15+32),Rural,URP,1280.92
ML,Meghalaya,33,total expenditure (15+32),Rural,URP,1270.62
KA,Karnataka,34,cooked meals recd. free in workpl.*,Rural,URP,3.13
KL,Kerala,34,cooked meals recd. free in workpl.*,Rural,URP,6.9
MP,Madhya Pradesh,34,cooked meals recd. free in workpl.*,Rural,URP,0.37
MH,Maharashtra,34,cooked meals recd. free in workpl.*,Rural,URP,0.54
MN,Manipur,34,cooked meals recd. free in workpl.*,Rural,URP,1.47
ML,Meghalaya,34,cooked meals recd. free in workpl.*,Rural,URP,1.07
KA,Karnataka,35,cooked meals recd. as assistance *,Rural,URP,24.14
KL,Kerala,35,cooked meals recd. as assistance *,Rural,URP,10.28
MP,Madhya Pradesh,35,cooked meals recd. as assistance *,Rural,URP,17.94
MH,Maharashtra,35,cooked meals recd. as assistance *,Rural,URP,24.3
MN,Manipur,35,cooked meals recd. as assistance *,Rural,URP,1.67
ML,Meghalaya,35,cooked meals recd. as assistance *,Rural,URP,10.79
KA,Karnataka,36,clothing & footwear (2nd hand) **,Rural,URP,0
KL,Kerala,36,clothing & footwear (2nd hand) **,Rural,URP,0.14
MP,Madhya Pradesh,36,clothing & footwear (2nd hand) **,Rural,URP,0.2
MH,Maharashtra,36,clothing & footwear (2nd hand) **,Rural,URP,0.14
MN,Manipur,36,clothing & footwear (2nd hand) **,Rural,URP,11.17
ML,Meghalaya,36,clothing & footwear (2nd hand) **,Rural,URP,0.97
KA,Karnataka,37,"books, journals, etc. (2nd hand) @",Rural,URP,0.06
KL,Kerala,37,"books, journals, etc. (2nd hand) @",Rural,URP,0.17
MP,Madhya Pradesh,37,"books, journals, etc. (2nd hand) @",Rural,URP,0.54
MH,Maharashtra,37,"books, journals, etc. (2nd hand) @",Rural,URP,0.39
MN,Manipur,37,"books, journals, etc. (2nd hand) @",Rural,URP,0.15
ML,Meghalaya,37,"books, journals, etc. (2nd hand) @",Rural,URP,0.53
KA,Karnataka,38,durables (2nd hand) $,Rural,URP,0.62
KL,Kerala,38,durables (2nd hand) $,Rural,URP,2.44
MP,Madhya Pradesh,38,durables (2nd hand) $,Rural,URP,4.63
MH,Maharashtra,38,durables (2nd hand) $,Rural,URP,1.15
MN,Manipur,38,durables (2nd hand) $,Rural,URP,0.35
ML,Meghalaya,38,durables (2nd hand) $,Rural,URP,0
MZ,Mizoram,1,cereal,Rural,URP,169.02
NL,Nagaland,1,cereal,Rural,URP,309.5
OR,Odisha,1,cereal,Rural,URP,166.55
PB,Punjab,1,cereal,Rural,URP,121.9
RJ,Rajasthan,1,cereal,Rural,URP,127.86
SK,Sikkim,1,cereal,Rural,URP,151.46
MZ,Mizoram,2,gram,Rural,URP,0.56
NL,Nagaland,2,gram,Rural,URP,0.1
OR,Odisha,2,gram,Rural,URP,0.57
PB,Punjab,2,gram,Rural,URP,6.94
RJ,Rajasthan,2,gram,Rural,URP,0.55
SK,Sikkim,2,gram,Rural,URP,0.7
MZ,Mizoram,3,cereal substitutes,Rural,URP,0.96
NL,Nagaland,3,cereal substitutes,Rural,URP,0.06
OR,Odisha,3,cereal substitutes,Rural,URP,0.01
PB,Punjab,3,cereal substitutes,Rural,URP,0
RJ,Rajasthan,3,cereal substitutes,Rural,URP,0.08
SK,Sikkim,3,cereal substitutes,Rural,URP,0.55
MZ,Mizoram,4,pulses and pulse products,Rural,URP,33.9
NL,Nagaland,4,pulses and pulse products,Rural,URP,22.23
OR,Odisha,4,pulses and pulse products,Rural,URP,32.32
PB,Punjab,4,pulses and pulse products,Rural,URP,42.84
RJ,Rajasthan,4,pulses and pulse products,Rural,URP,28.52
SK,Sikkim,4,pulses and pulse products,Rural,URP,29.45
MZ,Mizoram,5,milk and milk products,Rural,URP,43.66
NL,Nagaland,5,milk and milk products,Rural,URP,92.08
OR,Odisha,5,milk and milk products,Rural,URP,27.07
PB,Punjab,5,milk and milk products,Rural,URP,330.94
RJ,Rajasthan,5,milk and milk products,Rural,URP,257.77
SK,Sikkim,5,milk and milk products,Rural,URP,137.29
MZ,Mizoram,6,sugar,Rural,URP,17.37
NL,Nagaland,6,sugar,Rural,URP,13.13
OR,Odisha,6,sugar,Rural,URP,12.73
PB,Punjab,6,sugar,Rural,URP,62.61
RJ,Rajasthan,6,sugar,Rural,URP,35.38
SK,Sikkim,6,sugar,Rural,URP,11.79
MZ,Mizoram,7,salt,Rural,URP,3.72
NL,Nagaland,7,salt,Rural,URP,2.74
OR,Odisha,7,salt,Rural,URP,2.93
PB,Punjab,7,salt,Rural,URP,2.84
RJ,Rajasthan,7,salt,Rural,URP,2.49
SK,Sikkim,7,salt,Rural,URP,2.36
MZ,Mizoram,8,edible oil,Rural,URP,42.93
NL,Nagaland,8,edible oil,Rural,URP,14.89
OR,Odisha,8,edible oil,Rural,URP,31.56
PB,Punjab,8,edible oil,Rural,URP,58.9
RJ,Rajasthan,8,edible oil,Rural,URP,48.43
SK,Sikkim,8,edible oil,Rural,URP,61.68
MZ,Mizoram,9,"egg, fish & meat",Rural,URP,122.1
NL,Nagaland,9,"egg, fish & meat",Rural,URP,153.95
OR,Odisha,9,"egg, fish & meat",Rural,URP,39.32
PB,Punjab,9,"egg, fish & meat",Rural,URP,9.66
RJ,Rajasthan,9,"egg, fish & meat",Rural,URP,13.03
SK,Sikkim,9,"egg, fish & meat",Rural,URP,78.97
MZ,Mizoram,10,vegetables,Rural,URP,120.35
NL,Nagaland,10,vegetables,Rural,URP,108.02
OR,Odisha,10,vegetables,Rural,URP,68.64
PB,Punjab,10,vegetables,Rural,URP,78.68
RJ,Rajasthan,10,vegetables,Rural,URP,49.82
SK,Sikkim,10,vegetables,Rural,URP,93.47
MZ,Mizoram,11,fruits (fresh),Rural,URP,11.87
NL,Nagaland,11,fruits (fresh),Rural,URP,19.4
OR,Odisha,11,fruits (fresh),Rural,URP,11.76
PB,Punjab,11,fruits (fresh),Rural,URP,26.11
RJ,Rajasthan,11,fruits (fresh),Rural,URP,16.49
SK,Sikkim,11,fruits (fresh),Rural,URP,10.53
MZ,Mizoram,12,fruits (dry),Rural,URP,0.33
NL,Nagaland,12,fruits (dry),Rural,URP,0.41
OR,Odisha,12,fruits (dry),Rural,URP,0.55
PB,Punjab,12,fruits (dry),Rural,URP,6.88
RJ,Rajasthan,12,fruits (dry),Rural,URP,5.58
SK,Sikkim,12,fruits (dry),Rural,URP,0.57
MZ,Mizoram,13,spices,Rural,URP,16.7
NL,Nagaland,13,spices,Rural,URP,19.66
OR,Odisha,13,spices,Rural,URP,22.05
PB,Punjab,13,spices,Rural,URP,34.69
RJ,Rajasthan,13,spices,Rural,URP,33.68
SK,Sikkim,13,spices,Rural,URP,19.91
MZ,Mizoram,14,"beverages, refreshments, etc.",Rural,URP,67.54
NL,Nagaland,14,"beverages, refreshments, etc.",Rural,URP,63.05
OR,Odisha,14,"beverages, refreshments, etc.",Rural,URP,54.24
PB,Punjab,14,"beverages, refreshments, etc.",Rural,URP,111.22
RJ,Rajasthan,14,"beverages, refreshments, etc.",Rural,URP,70
SK,Sikkim,14,"beverages, refreshments, etc.",Rural,URP,118.71
MZ,Mizoram,15,food: total (1-14),Rural,URP,651
NL,Nagaland,15,food: total (1-14),Rural,URP,819.21
OR,Odisha,15,food: total (1-14),Rural,URP,470.3
PB,Punjab,15,food: total (1-14),Rural,URP,894.22
RJ,Rajasthan,15,food: total (1-14),Rural,URP,689.68
SK,Sikkim,15,food: total (1-14),Rural,URP,717.44
MZ,Mizoram,16,"pan, tobacco & intoxicants",Rural,URP,115.46
NL,Nagaland,16,"pan, tobacco & intoxicants",Rural,URP,55.28
OR,Odisha,16,"pan, tobacco & intoxicants",Rural,URP,19.15
PB,Punjab,16,"pan, tobacco & intoxicants",Rural,URP,25.16
RJ,Rajasthan,16,"pan, tobacco & intoxicants",Rural,URP,43.96
SK,Sikkim,16,"pan, tobacco & intoxicants",Rural,URP,53.71
MZ,Mizoram,17,fuel and light,Rural,URP,136.95
NL,Nagaland,17,fuel and light,Rural,URP,157.25
OR,Odisha,17,fuel and light,Rural,URP,110.27
PB,Punjab,17,fuel and light,Rural,URP,234.19
RJ,Rajasthan,17,fuel and light,Rural,URP,150.6
SK,Sikkim,17,fuel and light,Rural,URP,117.44
MZ,Mizoram,18,clothing & bedding,Rural,URP,75.04
NL,Nagaland,18,clothing & bedding,Rural,URP,131.9
OR,Odisha,18,clothing & bedding,Rural,URP,60.55
PB,Punjab,18,clothing & bedding,Rural,URP,104.93
RJ,Rajasthan,18,clothing & bedding,Rural,URP,85.52
SK,Sikkim,18,clothing & bedding,Rural,URP,140.51
MZ,Mizoram,19,footwear,Rural,URP,28.99
NL,Nagaland,19,footwear,Rural,URP,47.72
OR,Odisha,19,footwear,Rural,URP,8.07
PB,Punjab,19,footwear,Rural,URP,26.36
RJ,Rajasthan,19,footwear,Rural,URP,21.95
SK,Sikkim,19,footwear,Rural,URP,44.84
MZ,Mizoram,20,education,Rural,URP,30.24
NL,Nagaland,20,education,Rural,URP,124.89
OR,Odisha,20,education,Rural,URP,19.58
PB,Punjab,20,education,Rural,URP,116.84
RJ,Rajasthan,20,education,Rural,URP,42.71
SK,Sikkim,20,education,Rural,URP,40.44
MZ,Mizoram,21,medical (institutional),Rural,URP,1.22
NL,Nagaland,21,medical (institutional),Rural,URP,0.85
OR,Odisha,21,medical (institutional),Rural,URP,18.27
PB,Punjab,21,medical (institutional),Rural,URP,23.26
RJ,Rajasthan,21,medical (institutional),Rural,URP,21.28
SK,Sikkim,21,medical (institutional),Rural,URP,3.63
MZ,Mizoram,22,medical (non-institutional),Rural,URP,20.59
NL,Nagaland,22,medical (non-institutional),Rural,URP,15.09
OR,Odisha,22,medical (non-institutional),Rural,URP,44.52
PB,Punjab,22,medical (non-institutional),Rural,URP,132.27
RJ,Rajasthan,22,medical (non-institutional),Rural,URP,65.87
SK,Sikkim,22,medical (non-institutional),Rural,URP,11.93
MZ,Mizoram,23,entertainment,Rural,URP,18.45
NL,Nagaland,23,entertainment,Rural,URP,33.72
OR,Odisha,23,entertainment,Rural,URP,8.88
PB,Punjab,23,entertainment,Rural,URP,21.94
RJ,Rajasthan,23,entertainment,Rural,URP,10.28
SK,Sikkim,23,entertainment,Rural,URP,39.07
MZ,Mizoram,24,minor durable-type goods,Rural,URP,9.63
NL,Nagaland,24,minor durable-type goods,Rural,URP,16.74
OR,Odisha,24,minor durable-type goods,Rural,URP,3.97
PB,Punjab,24,minor durable-type goods,Rural,URP,4.08
RJ,Rajasthan,24,minor durable-type goods,Rural,URP,3.93
SK,Sikkim,24,minor durable-type goods,Rural,URP,5.56
MZ,Mizoram,25,toilet articles,Rural,URP,41.16
NL,Nagaland,25,toilet articles,Rural,URP,47.96
OR,Odisha,25,toilet articles,Rural,URP,22.4
PB,Punjab,25,toilet articles,Rural,URP,47.69
RJ,Rajasthan,25,toilet articles,Rural,URP,31.7
SK,Sikkim,25,toilet articles,Rural,URP,24.68
MZ,Mizoram,26,other household consumables,Rural,URP,22.49
NL,Nagaland,26,other household consumables,Rural,URP,27.51
OR,Odisha,26,other household consumables,Rural,URP,18.24
PB,Punjab,26,other household consumables,Rural,URP,51.83
RJ,Rajasthan,26,other household consumables,Rural,URP,33.77
SK,Sikkim,26,other household consumables,Rural,URP,19.06
MZ,Mizoram,27,consum. services excl. conveyance,Rural,URP,91.98
NL,Nagaland,27,consum. services excl. conveyance,Rural,URP,93.55
OR,Odisha,27,consum. services excl. conveyance,Rural,URP,28.33
PB,Punjab,27,consum. services excl. conveyance,Rural,URP,94.66
RJ,Rajasthan,27,consum. services excl. conveyance,Rural,URP,77.15
SK,Sikkim,27,consum. services excl. conveyance,Rural,URP,55.42
MZ,Mizoram,28,conveyance,Rural,URP,50
NL,Nagaland,28,conveyance,Rural,URP,83.52
OR,Odisha,28,conveyance,Rural,URP,23.18
PB,Punjab,28,conveyance,Rural,URP,141.52
RJ,Rajasthan,28,conveyance,Rural,URP,78.87
SK,Sikkim,28,conveyance,Rural,URP,73.42
MZ,Mizoram,29,rent,Rural,URP,4.44
NL,Nagaland,29,rent,Rural,URP,4.28
OR,Odisha,29,rent,Rural,URP,1.55
PB,Punjab,29,rent,Rural,URP,7.03
RJ,Rajasthan,29,rent,Rural,URP,3.36
SK,Sikkim,29,rent,Rural,URP,23.54
MZ,Mizoram,30,taxes & cesses,Rural,URP,3.42
NL,Nagaland,30,taxes & cesses,Rural,URP,2.36
OR,Odisha,30,taxes & cesses,Rural,URP,0.7
PB,Punjab,30,taxes & cesses,Rural,URP,8.53
RJ,Rajasthan,30,taxes & cesses,Rural,URP,2.84
SK,Sikkim,30,taxes & cesses,Rural,URP,1.66
MZ,Mizoram,31,durable goods,Rural,URP,17.88
NL,Nagaland,31,durable goods,Rural,URP,63.53
OR,Odisha,31,durable goods,Rural,URP,22.28
PB,Punjab,31,durable goods,Rural,URP,141.91
RJ,Rajasthan,31,durable goods,Rural,URP,69.09
SK,Sikkim,31,durable goods,Rural,URP,15.88
MZ,Mizoram,32,non-food: total (16-31),Rural,URP,667.96
NL,Nagaland,32,non-food: total (16-31),Rural,URP,906.14
OR,Odisha,32,non-food: total (16-31),Rural,URP,409.94
PB,Punjab,32,non-food: total (16-31),Rural,URP,1182.21
RJ,Rajasthan,32,non-food: total (16-31),Rural,URP,742.88
SK,Sikkim,32,non-food: total (16-31),Rural,URP,670.77
MZ,Mizoram,33,total expenditure (15+32),Rural,URP,1318.96
NL,Nagaland,33,total expenditure (15+32),Rural,URP,1725.35
OR,Odisha,33,total expenditure (15+32),Rural,URP,880.24
PB,Punjab,33,total expenditure (15+32),Rural,URP,2076.43
RJ,Rajasthan,33,total expenditure (15+32),Rural,URP,1432.55
SK,Sikkim,33,total expenditure (15+32),Rural,URP,1388.21
MZ,Mizoram,34,cooked meals recd. free in workpl.*,Rural,URP,0.23
NL,Nagaland,34,cooked meals recd. free in workpl.*,Rural,URP,0.09
OR,Odisha,34,cooked meals recd. free in workpl.*,Rural,URP,0.82
PB,Punjab,34,cooked meals recd. free in workpl.*,Rural,URP,2.92
RJ,Rajasthan,34,cooked meals recd. free in workpl.*,Rural,URP,0.93
SK,Sikkim,34,cooked meals recd. free in workpl.*,Rural,URP,1.34
MZ,Mizoram,35,cooked meals recd. as assistance *,Rural,URP,20.48
